Price,Living area,County,City,Neighborhood,Number of rooms,Type of flat,Number of floors
335000,98,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
440000,125,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
217737,55,Splitsko-dalmatinska,Split - Okolica,Slatine,1-sobni,U stambenoj zgradi,Jednoetažni
260403,66,Splitsko-dalmatinska,Split - Okolica,Slatine,1-sobni,U stambenoj zgradi,Jednoetažni
246870,63,Splitsko-dalmatinska,Split - Okolica,Slatine,1-sobni,U stambenoj zgradi,Jednoetažni
330759,84,Splitsko-dalmatinska,Split - Okolica,Slatine,1-sobni,U stambenoj zgradi,Jednoetažni
205000,85,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
220000,60,Splitsko-dalmatinska,Split,Kocunar,2-sobni,U stambenoj zgradi,Jednoetažni
250000,45,Splitsko-dalmatinska,Split - Okolica,Stobreč,2-sobni,U stambenoj zgradi,Jednoetažni
245000,73,Splitsko-dalmatinska,Split,Lučac,3-sobni,U stambenoj zgradi,Jednoetažni
323000,99,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
280000,75,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
135000,42,Splitsko-dalmatinska,Trogir - Okolica,Arbanija,1-sobni,U stambenoj zgradi,Jednoetažni
190398,54,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
400000,111,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
280000,92,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
370000,112,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
340000,100,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
370000,103,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
207441,53,Splitsko-dalmatinska,Split - Okolica,Slatine,1-sobni,U stambenoj zgradi,Jednoetažni
200460,51,Splitsko-dalmatinska,Split - Okolica,Slatine,1-sobni,U stambenoj zgradi,Jednoetažni
140000,57,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
378000,79,Splitsko-dalmatinska,Split,Spinut,2-sobni,U stambenoj zgradi,Jednoetažni
240000,67,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
350000,95,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
335000,81,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
335000,84,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
320000,86,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
259433,76,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
351500,113,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Jednoetažni
433700,135,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Jednoetažni
381350,119,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Jednoetažni
160000,57,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
235000,78,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
270000,135,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
347000,90,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
236000,61,Splitsko-dalmatinska,Split - Okolica,Slatine,1-sobni,U stambenoj zgradi,Jednoetažni
249000,56,Splitsko-dalmatinska,Split - Okolica,Slatine,1-sobni,U stambenoj zgradi,Jednoetažni
439000,110,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
369000,86,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
399000,90,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
340000,129,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
500000,194,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
275000,84,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
500000,107,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
500000,107,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
460000,106,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
215000,62,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
172536,70,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
212520,76,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
172140,62,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
494424,161,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
240856,76,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
212520,76,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
217000,73,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
323000,98,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
199482,56,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
165000,69,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
439650,137,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Jednoetažni
170000,57,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
579000,112,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
679000,130,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
439000,114,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
478000,111,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
519000,94,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
240000,85,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
220000,75,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
220000,72,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
320000,94,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
320000,91,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
195092,62,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
494424,161,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
226688,76,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
183616,62,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
172140,62,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
172536,70,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
350000,107,Splitsko-dalmatinska,Klis,Klis,2-sobni,U stambenoj zgradi,Jednoetažni
210000,71,Splitsko-dalmatinska,Split,Brda,2-sobni,U stambenoj zgradi,Jednoetažni
320000,74,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U kući,Jednoetažni
225000,63,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
139000,42,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
320000,88,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U kući,Jednoetažni
209238,58,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
157000,57,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
240000,83,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
300000,68,Splitsko-dalmatinska,Split,Spinut,1-sobni,U stambenoj zgradi,Jednoetažni
270000,112,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
190000,61,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,2-sobni,U stambenoj zgradi,Jednoetažni
218331,73,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,2-sobni,U stambenoj zgradi,Jednoetažni
240000,74,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
184000,61,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
164000,42,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
280000,67,Splitsko-dalmatinska,Split,Brda,2-sobni,U stambenoj zgradi,Jednoetažni
230000,45,Splitsko-dalmatinska,Split,Dragovode,1-sobni,U stambenoj zgradi,Jednoetažni
199000,80,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
500000,92,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
237312,74,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
197376,40,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
233408,72,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
295328,92,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
299232,93,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
112000,39,Splitsko-dalmatinska,Kaštela,Kaštel Novi,Garsonijera,U stambenoj zgradi,Jednoetažni
159000,58,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
157000,55,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
245000,87,Splitsko-dalmatinska,Kaštela,Kaštel Novi,3-sobni,U stambenoj zgradi,Jednoetažni
179000,66,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
270000,104,Splitsko-dalmatinska,Kaštela,Kaštel Novi,3-sobni,U stambenoj zgradi,Jednoetažni
149000,40,Splitsko-dalmatinska,Omiš,Omiš,2-sobni,U stambenoj zgradi,Jednoetažni
240000,65,Splitsko-dalmatinska,Omiš,Omiš,2-sobni,U kući,Jednoetažni
210000,69,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
165532,57,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
388281,133,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
191139,65,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
229270,79,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,2-sobni,U stambenoj zgradi,Jednoetažni
220000,94,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
186816,58,Splitsko-dalmatinska,Solin,Japirko,2-sobni,U stambenoj zgradi,Jednoetažni
530000,119,Splitsko-dalmatinska,Split,Varoš,4-sobni,U stambenoj zgradi,Jednoetažni
460000,129,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Dvoetažni
365287,118,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,4-sobni,U stambenoj zgradi,Jednoetažni
225728,70,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
287648,89,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
211000,73,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
190000,37,Splitsko-dalmatinska,Split,Split 3,1-sobni,U stambenoj zgradi,Jednoetažni
286000,114,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
240000,79,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Jednoetažni
354200,88,Splitsko-dalmatinska,Dugi Rat,Jesenice,3-sobni,U stambenoj zgradi,Jednoetažni
191925,42,Splitsko-dalmatinska,Dugi Rat,Jesenice,1-sobni,U stambenoj zgradi,Jednoetažni
284445,63,Splitsko-dalmatinska,Dugi Rat,Jesenice,2-sobni,U stambenoj zgradi,Jednoetažni
60000,20,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,Garsonijera,U stambenoj zgradi,Jednoetažni
278500,56,Splitsko-dalmatinska,Solin,Rupotina,2-sobni,U stambenoj zgradi,Jednoetažni
498000,84,Splitsko-dalmatinska,Solin,Rupotina,2-sobni,U stambenoj zgradi,Jednoetažni
378500,83,Splitsko-dalmatinska,Solin,Rupotina,2-sobni,U stambenoj zgradi,Jednoetažni
494424,161,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
190736,58,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
340000,55,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
240000,55,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
237000,79,Splitsko-dalmatinska,Split,Kman,3-sobni,U stambenoj zgradi,Jednoetažni
310657,116,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
396163,96,Splitsko-dalmatinska,Makarska,Makarska,4-sobni,U stambenoj zgradi,Jednoetažni
254296,69,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
247974,70,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
305046,81,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
283218,108,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
194218,69,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
278812,69,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Višeetažni
165830,85,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
200000,55,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
430000,75,Splitsko-dalmatinska,Split,Lučac,2-sobni,U stambenoj zgradi,Jednoetažni
1,54,Splitsko-dalmatinska,Split,Žnjan,1-sobni,U stambenoj zgradi,Jednoetažni
290000,77,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
148944,51,Splitsko-dalmatinska,Makarska,Veliko Brdo,1-sobni,U stambenoj zgradi,Višeetažni
208147,75,Splitsko-dalmatinska,Kaštela,Kaštel Kambelovac,2-sobni,U stambenoj zgradi,Jednoetažni
228250,83,Splitsko-dalmatinska,Kaštela,Kaštel Kambelovac,3-sobni,U stambenoj zgradi,Dvoetažni
141240,51,Splitsko-dalmatinska,Makarska,Veliko Brdo,1-sobni,U stambenoj zgradi,Višeetažni
159935,55,Splitsko-dalmatinska,Makarska,Veliko Brdo,1-sobni,U stambenoj zgradi,Višeetažni
143390,55,Splitsko-dalmatinska,Makarska,Veliko Brdo,1-sobni,U stambenoj zgradi,Višeetažni
176697,60,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Višeetažni
167172,60,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Višeetažni
250000,69,Splitsko-dalmatinska,Trogir,Dragulin,2-sobni,U stambenoj zgradi,Jednoetažni
133536,51,Splitsko-dalmatinska,Makarska,Veliko Brdo,1-sobni,U stambenoj zgradi,Višeetažni
151662,55,Splitsko-dalmatinska,Makarska,Veliko Brdo,1-sobni,U stambenoj zgradi,Višeetažni
158054,60,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Višeetažni
167557,60,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Višeetažni
460000,72,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
285000,75,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Višeetažni
269000,75,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Višeetažni
259900,85,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
265000,89,Splitsko-dalmatinska,Split - Okolica,Žrnovnica,2-sobni,U kući,Jednoetažni
176291,60,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Višeetažni
158418,60,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Višeetažni
280000,75,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Višeetažni
290000,81,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Višeetažni
281630,113,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Dvoetažni
161000,51,Splitsko-dalmatinska,Supetar,Supetar,2-sobni,U stambenoj zgradi,Jednoetažni
310000,59,Splitsko-dalmatinska,Split,Lokve,3-sobni,U stambenoj zgradi,Jednoetažni
420000,120,Splitsko-dalmatinska,Split,Radunica,3-sobni,U kući,Višeetažni
213885,61,Splitsko-dalmatinska,Solin,Sveti Kajo,2-sobni,U stambenoj zgradi,Jednoetažni
210000,77,Splitsko-dalmatinska,Seget,Seget Vranjica,2-sobni,U stambenoj zgradi,Jednoetažni
205000,58,Splitsko-dalmatinska,Split,Plokite,2-sobni,U stambenoj zgradi,Jednoetažni
650000,230,Splitsko-dalmatinska,Split,Trstenik,4-sobni,U stambenoj zgradi,Dvoetažni
215000,127,Splitsko-dalmatinska,Šolta,Stomorska,3-sobni,U kući,Jednoetažni
1356137,163,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Višeetažni
552000,73,Splitsko-dalmatinska,Split,Grad,2-sobni,U stambenoj zgradi,Jednoetažni
320000,81,Splitsko-dalmatinska,Trogir,Dragulin,3-sobni,U stambenoj zgradi,Jednoetažni
240000,62,Splitsko-dalmatinska,Trogir,Dragulin,2-sobni,U stambenoj zgradi,Jednoetažni
191719,68,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
725065,131,Splitsko-dalmatinska,Split,Žnjan,3-sobni,U stambenoj zgradi,Jednoetažni
252071,60,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Jednoetažni
361270,125,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Dvoetažni
131450,44,Splitsko-dalmatinska,Kaštela,Kaštel Stari,1-sobni,U stambenoj zgradi,Jednoetažni
216092,48,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Višeetažni
146280,36,Splitsko-dalmatinska,Split,Žnjan,1-sobni,U stambenoj zgradi,Jednoetažni
308781,93,Splitsko-dalmatinska,Split,Žnjan,3-sobni,U stambenoj zgradi,Jednoetažni
146039,39,Splitsko-dalmatinska,Split,Žnjan,1-sobni,U stambenoj zgradi,Jednoetažni
340000,68,Splitsko-dalmatinska,Split,Manuš,3-sobni,U stambenoj zgradi,Jednoetažni
200000,33,Splitsko-dalmatinska,Bol,Bol,1-sobni,U stambenoj zgradi,Jednoetažni
240000,80,Splitsko-dalmatinska,Supetar,Supetar,3-sobni,U stambenoj zgradi,Dvoetažni
245000,84,Splitsko-dalmatinska,Supetar,Supetar,3-sobni,U stambenoj zgradi,Dvoetažni
350000,107,Splitsko-dalmatinska,Klis,Klis,2-sobni,U stambenoj zgradi,Jednoetažni
365512,76,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Višeetažni
346275,76,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Višeetažni
570350,103,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Višeetažni
350000,59,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Jednoetažni
339885,75,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Višeetažni
162590,55,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
628045,114,Splitsko-dalmatinska,Split,Žnjan,3-sobni,U stambenoj zgradi,Jednoetažni
375000,86,Splitsko-dalmatinska,Split,Meje,4-sobni,U stambenoj zgradi,Jednoetažni
520000,119,Splitsko-dalmatinska,Split,Grad,4-sobni,U stambenoj zgradi,Jednoetažni
400000,100,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
330000,87,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
300000,105,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
240000,70,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
282000,64,Splitsko-dalmatinska,Split,Bol,1-sobni,U stambenoj zgradi,Jednoetažni
330000,60,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
153000,57,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
156000,58,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
180000,50,Splitsko-dalmatinska,Gradac,Drvenik,1-sobni,U stambenoj zgradi,Jednoetažni
156000,56,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
113000,39,Splitsko-dalmatinska,Kaštela,Kaštel Novi,Garsonijera,U stambenoj zgradi,Jednoetažni
320000,103,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,3-sobni,U stambenoj zgradi,Jednoetažni
250000,66,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
235000,95,Splitsko-dalmatinska,Kaštela,Kaštel Kambelovac,3-sobni,U stambenoj zgradi,Dvoetažni
226000,72,Splitsko-dalmatinska,Baška Voda,Baška Voda,2-sobni,U stambenoj zgradi,Jednoetažni
183600,57,Splitsko-dalmatinska,Solin,Sveti Kajo,2-sobni,U stambenoj zgradi,Jednoetažni
116000,34,Splitsko-dalmatinska,Solin,Sveti Kajo,1-sobni,U stambenoj zgradi,Jednoetažni
320000,80,Splitsko-dalmatinska,Omiš,Omiš,3-sobni,U stambenoj zgradi,Jednoetažni
293100,83,Splitsko-dalmatinska,Kaštela,Kaštel Kambelovac,2-sobni,U stambenoj zgradi,Jednoetažni
125000,45,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
217000,59,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
172980,59,Splitsko-dalmatinska,Seget,Seget Vranjica,1-sobni,U stambenoj zgradi,Jednoetažni
186000,57,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
178560,62,Splitsko-dalmatinska,Seget,Seget Vranjica,1-sobni,U stambenoj zgradi,Jednoetažni
420000,110,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
240900,73,Splitsko-dalmatinska,Supetar,Supetar,2-sobni,U stambenoj zgradi,Jednoetažni
267000,128,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Jednoetažni
172000,68,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
349440,89,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Dvoetažni
244563,69,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
85000,28,Splitsko-dalmatinska,Kaštela,Kaštel Stari,Garsonijera,U stambenoj zgradi,Jednoetažni
172000,69,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
172000,69,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
218505,72,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
199425,66,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
217700,62,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
310440,79,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Dvoetažni
318075,106,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
342125,97,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
635175,141,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Dvoetažni
220400,76,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Jednoetažni
250000,56,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
260000,66,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
350000,72,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Dvoetažni
410000,84,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Dvoetažni
235000,56,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
