Price,Living area,County,City,Neighborhood,Number of rooms,Type of flat,Number of floors
350000,146,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
471163,512,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
367981,156,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
437900,387,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
371867,148,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
447876,375,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
388281,168,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
388281,157,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
377058,149,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
650000,156,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U kući,Jednoetažni
330000,130,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
330000,117,Splitsko-dalmatinska,Okrug,Okrug Gornji,5+ sobni,U kući,Jednoetažni
445000,174,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
335000,73,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
335000,77,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
459795,447,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
405000,170,Splitsko-dalmatinska,Seget,Seget Donji,4-sobni,U kući,Jednoetažni
175000,33,Splitsko-dalmatinska,Split,Varoš,1-sobni,U stambenoj zgradi,Jednoetažni
390000,116,Splitsko-dalmatinska,Hvar,Hvar,2-sobni,U stambenoj zgradi,Dvoetažni
335000,77,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U kući,Jednoetažni
253358,50,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
240000,55,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
240000,55,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
220000,55,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
220000,55,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
320000,55,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
320000,55,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
280000,90,Splitsko-dalmatinska,Trogir,Soline,3-sobni,U stambenoj zgradi,Jednoetažni
235584,64,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
208785,44,Splitsko-dalmatinska,Podstrana,Podstrana,1-sobni,U stambenoj zgradi,Jednoetažni
169000,74,Splitsko-dalmatinska,Split,Brda,3-sobni,U kući,Jednoetažni
290000,103,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Jednoetažni
285000,90,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
250000,77,Splitsko-dalmatinska,Solin,Gašpini,2-sobni,U stambenoj zgradi,Jednoetažni
158000,61,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
153000,61,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
165000,64,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
140000,50,Splitsko-dalmatinska,Trogir,Trogir,1-sobni,U stambenoj zgradi,Jednoetažni
169000,68,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
980000,152,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Dvoetažni
240000,132,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
160000,67,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
780000,107,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Dvoetažni
430000,78,Splitsko-dalmatinska,Seget,Seget Vranjica,2-sobni,U stambenoj zgradi,Jednoetažni
320000,56,Splitsko-dalmatinska,Seget,Seget Vranjica,1-sobni,U stambenoj zgradi,Jednoetažni
980000,135,Splitsko-dalmatinska,Seget,Seget Vranjica,3-sobni,U stambenoj zgradi,Dvoetažni
165000,66,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
175000,69,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
190000,60,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
155000,67,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
175000,69,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
180000,71,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
315000,153,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Jednoetažni
220000,50,Splitsko-dalmatinska,Solin,Japirko,1-sobni,U stambenoj zgradi,Jednoetažni
242590,71,Splitsko-dalmatinska,Tučepi,Tučepi,3-sobni,U stambenoj zgradi,Jednoetažni
250000,66,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
384700,113,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
500000,148,Splitsko-dalmatinska,Split,Brda,5+ sobni,U kući,Jednoetažni
200160,62,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
250860,74,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
274672,74,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
1,129,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
280040,75,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
272292,75,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
335000,96,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
325500,96,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
218000,64,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
134900,48,Splitsko-dalmatinska,Seget,Seget Donji,Garsonijera,U stambenoj zgradi,Jednoetažni
129700,48,Splitsko-dalmatinska,Seget,Seget Donji,Garsonijera,U stambenoj zgradi,Jednoetažni
590000,100,Splitsko-dalmatinska,Split,Grad,3-sobni,U kući,Jednoetažni
225000,120,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,1-sobni,U stambenoj zgradi,Jednoetažni
236000,80,Splitsko-dalmatinska,Supetar,Supetar,3-sobni,U stambenoj zgradi,Dvoetažni
215010,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
230880,76,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
299000,64,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Jednoetažni
10,43,Splitsko-dalmatinska,Baška Voda,Baška Voda,1-sobni,U stambenoj zgradi,Jednoetažni
278000,65,Splitsko-dalmatinska,Split,Grad,2-sobni,U stambenoj zgradi,Jednoetažni
262000,67,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
262000,67,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
156182,60,Splitsko-dalmatinska,Gradac,Podaca,2-sobni,U stambenoj zgradi,Jednoetažni
218000,70,Splitsko-dalmatinska,Gradac,Podaca,2-sobni,U stambenoj zgradi,Jednoetažni
1500000,100,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Dvoetažni
163000,69,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
259000,76,Splitsko-dalmatinska,Kaštela,Kaštel Novi,3-sobni,U stambenoj zgradi,Jednoetažni
280000,1,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Dvoetažni
208000,60,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Jednoetažni
590000,89,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
558000,100,Splitsko-dalmatinska,Split,Firule,2-sobni,U stambenoj zgradi,Jednoetažni
280000,67,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
225000,82,Splitsko-dalmatinska,Baška Voda,Krvavica,2-sobni,U stambenoj zgradi,Jednoetažni
272500,72,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Jednoetažni
250000,76,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
211500,63,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
250000,78,Splitsko-dalmatinska,Podstrana,Strožanac,3-sobni,U stambenoj zgradi,Jednoetažni
359105,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
280000,78,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
227360,76,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Jednoetažni
250000,65,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
341612,89,Splitsko-dalmatinska,Baška Voda,Baška Voda,2-sobni,U stambenoj zgradi,Jednoetažni
250000,60,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
246100,107,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
460000,89,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U kući,Jednoetažni
311000,89,Splitsko-dalmatinska,Tučepi,Tučepi,3-sobni,U stambenoj zgradi,Jednoetažni
297000,85,Splitsko-dalmatinska,Tučepi,Tučepi,3-sobni,U stambenoj zgradi,Jednoetažni
228420,77,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
380000,81,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U kući,Jednoetažni
240000,68,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
235000,60,Splitsko-dalmatinska,Split,Bol,1-sobni,U stambenoj zgradi,Jednoetažni
275000,104,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
225000,49,Splitsko-dalmatinska,Trogir - Okolica,Arbanija,1-sobni,U stambenoj zgradi,Jednoetažni
245000,70,Splitsko-dalmatinska,Podstrana,Podstrana,4-sobni,U stambenoj zgradi,Jednoetažni
234300,71,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
149100,42,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
377000,79,Splitsko-dalmatinska,Split,Grad,2-sobni,U stambenoj zgradi,Jednoetažni
193830,53,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
175030,46,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
470000,75,Splitsko-dalmatinska,Split,Grad,5+ sobni,U kući,Jednoetažni
394000,128,Splitsko-dalmatinska,Supetar,Supetar,4-sobni,U stambenoj zgradi,Jednoetažni
181000,63,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U kući,Jednoetažni
325000,140,Splitsko-dalmatinska,Trogir - Okolica,Arbanija,5+ sobni,U kući,Jednoetažni
545000,72,Splitsko-dalmatinska,Split,Trstenik,2-sobni,U stambenoj zgradi,Jednoetažni
500000,155,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
500000,155,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
1,70,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
125000,42,Splitsko-dalmatinska,Kaštela,Kaštel Novi,1-sobni,U stambenoj zgradi,Jednoetažni
370000,75,Splitsko-dalmatinska,Split,Mertojak,3-sobni,U stambenoj zgradi,Jednoetažni
120000,60,Splitsko-dalmatinska,Šolta,Stomorska,2-sobni,U kući,Dvoetažni
315000,110,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
215000,69,Splitsko-dalmatinska,Supetar,Supetar,3-sobni,U stambenoj zgradi,Dvoetažni
520000,92,Splitsko-dalmatinska,Trogir,Čiovo,4-sobni,U stambenoj zgradi,Dvoetažni
250000,110,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,4-sobni,U stambenoj zgradi,Dvoetažni
169890,48,Splitsko-dalmatinska,Sutivan,Sutivan,2-sobni,U stambenoj zgradi,Jednoetažni
195900,65,Splitsko-dalmatinska,Sutivan,Sutivan,2-sobni,U stambenoj zgradi,Jednoetažni
198000,55,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
980000,110,Splitsko-dalmatinska,Split,Grad,2-sobni,U stambenoj zgradi,Jednoetažni
220000,58,Splitsko-dalmatinska,Split,Plokite,2-sobni,U stambenoj zgradi,Jednoetažni
360000,88,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U kući,Jednoetažni
277500,75,Splitsko-dalmatinska,Baška Voda,Baška Voda,2-sobni,U stambenoj zgradi,Jednoetažni
295000,78,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Jednoetažni
390000,137,Splitsko-dalmatinska,Makarska,Makarska,4-sobni,U stambenoj zgradi,Dvoetažni
216000,72,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
245000,70,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
272000,75,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
170000,41,Splitsko-dalmatinska,Split,Manuš,1-sobni,U stambenoj zgradi,Jednoetažni
240000,68,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
246870,63,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
360000,105,Splitsko-dalmatinska,Hvar,Hvar,4-sobni,U stambenoj zgradi,Dvoetažni
211500,63,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
150000,79,Splitsko-dalmatinska,Imotski,Imotski,2-sobni,U stambenoj zgradi,Jednoetažni
355000,106,Splitsko-dalmatinska,Marina,Marina,4-sobni,U stambenoj zgradi,Jednoetažni
195000,54,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
460000,110,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U kući,Jednoetažni
430000,100,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U kući,Jednoetažni
272365,75,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
206315,55,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
215000,71,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
139000,55,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
225000,88,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
177000,47,Splitsko-dalmatinska,Gradac,Drvenik,1-sobni,U stambenoj zgradi,Jednoetažni
234483,76,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
228420,78,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
475000,130,Splitsko-dalmatinska,Marina,Sevid,3-sobni,U stambenoj zgradi,Jednoetažni
400000,88,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
185000,58,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
190000,58,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
205000,54,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
195000,54,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
225000,54,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
215000,63,Splitsko-dalmatinska,Split,Kocunar,2-sobni,U stambenoj zgradi,Jednoetažni
135000,43,Splitsko-dalmatinska,Trogir,Soline,1-sobni,U stambenoj zgradi,Jednoetažni
460000,144,Splitsko-dalmatinska,Trogir,Trogir,5+ sobni,U kući,Jednoetažni
220000,74,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
225000,44,Splitsko-dalmatinska,Split,Trstenik,2-sobni,U stambenoj zgradi,Jednoetažni
215000,55,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
330000,202,Splitsko-dalmatinska,Solin,Bilankuša,5+ sobni,U kući,Dvoetažni
550000,118,Splitsko-dalmatinska,Split,Grad,4-sobni,U stambenoj zgradi,Jednoetažni
149000,44,Splitsko-dalmatinska,Omiš,Omiš,2-sobni,U stambenoj zgradi,Jednoetažni
250000,80,Splitsko-dalmatinska,Hvar,Hvar,2-sobni,U stambenoj zgradi,Dvoetažni
500000,181,Splitsko-dalmatinska,Sutivan,Sutivan,5+ sobni,U stambenoj zgradi,Jednoetažni
165000,60,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
420000,75,Splitsko-dalmatinska,Split,Žnjan,3-sobni,U stambenoj zgradi,Jednoetažni
249000,100,Splitsko-dalmatinska,Kaštela,Kaštel Kambelovac,3-sobni,U kući,Jednoetažni
300000,155,Splitsko-dalmatinska,Okrug,Okrug Gornji,5+ sobni,U kući,Jednoetažni
395500,113,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
202000,63,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
1,109,Splitsko-dalmatinska,Split,Meje,3-sobni,U kući,Jednoetažni
600000,127,Splitsko-dalmatinska,Split,Meje,3-sobni,U stambenoj zgradi,Jednoetažni
220000,62,Splitsko-dalmatinska,Split,Kocunar,2-sobni,U stambenoj zgradi,Jednoetažni
222000,74,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
307350,103,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
290000,73,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
480000,88,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
500000,122,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U kući,Jednoetažni
210000,82,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
210000,71,Splitsko-dalmatinska,Dugi Rat,Dugi Rat,3-sobni,U stambenoj zgradi,Jednoetažni
205000,84,Splitsko-dalmatinska,Kaštela,Kaštel Kambelovac,3-sobni,U kući,Jednoetažni
338272,105,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
245000,72,Splitsko-dalmatinska,Split,Lučac,3-sobni,U stambenoj zgradi,Jednoetažni
220000,60,Splitsko-dalmatinska,Split,Brda,2-sobni,U stambenoj zgradi,Jednoetažni
420000,73,Splitsko-dalmatinska,Split,Žnjan,3-sobni,U stambenoj zgradi,Jednoetažni
400000,81,Splitsko-dalmatinska,Split,Trstenik,2-sobni,U stambenoj zgradi,Jednoetažni
190000,37,Splitsko-dalmatinska,Split,Split 3,1-sobni,U stambenoj zgradi,Jednoetažni
292300,74,Splitsko-dalmatinska,Split,Gripe,2-sobni,U kući,Jednoetažni
265500,64,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
130000,66,Splitsko-dalmatinska,Imotski,Imotski,2-sobni,U stambenoj zgradi,Jednoetažni
167000,65,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
235000,90,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Jednoetažni
165000,69,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
320000,107,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Jednoetažni
172000,70,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
160000,65,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
240000,64,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
240000,69,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
737000,123,Splitsko-dalmatinska,Dugi Rat,Dugi Rat,3-sobni,U stambenoj zgradi,Jednoetažni
230000,55,Splitsko-dalmatinska,Trogir,Saldun,2-sobni,U stambenoj zgradi,Jednoetažni
310000,94,Splitsko-dalmatinska,Split,Sućidar,3-sobni,U stambenoj zgradi,Jednoetažni
800000,107,Splitsko-dalmatinska,Split,Varoš,3-sobni,U kući,Dvoetažni
208000,71,Splitsko-dalmatinska,Baška Voda,Baška Voda,2-sobni,U stambenoj zgradi,Jednoetažni
200000,59,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
240000,69,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
167000,66,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
172000,70,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
165000,69,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
185650,63,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
254720,79,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
235000,77,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
400000,75,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U kući,Jednoetažni
139920,52,Splitsko-dalmatinska,Trogir,Trogir,1-sobni,U stambenoj zgradi,Jednoetažni
199000,111,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,3-sobni,U kući,Jednoetažni
500000,120,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Dvoetažni
245000,99,Splitsko-dalmatinska,Solin,Japirko,3-sobni,U stambenoj zgradi,Dvoetažni
514400,160,Splitsko-dalmatinska,Trogir,Soline,3-sobni,U stambenoj zgradi,Jednoetažni
232500,76,Splitsko-dalmatinska,Trogir,Soline,3-sobni,U stambenoj zgradi,Jednoetažni
358700,119,Splitsko-dalmatinska,Podstrana,Strožanac,3-sobni,U stambenoj zgradi,Jednoetažni
168900,56,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
196500,70,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
760000,146,Splitsko-dalmatinska,Split,Visoka,3-sobni,U stambenoj zgradi,Dvoetažni
334704,128,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
185000,54,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
321456,128,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
154182,48,Splitsko-dalmatinska,Podstrana,Podstrana,1-sobni,U stambenoj zgradi,Jednoetažni
235000,75,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
195000,54,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
234080,78,Splitsko-dalmatinska,Split,Pujanke,2-sobni,U stambenoj zgradi,Jednoetažni
199394,76,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
380000,116,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,3-sobni,U stambenoj zgradi,Jednoetažni
295000,57,Splitsko-dalmatinska,Split,Žnjan,1-sobni,U stambenoj zgradi,Jednoetažni
480000,78,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
215000,100,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
238212,66,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
189000,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
4500,121,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
213000,60,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
155000,50,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
305895,88,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
1,129,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
209237,57,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
3500,74,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
354200,88,Splitsko-dalmatinska,Dugi Rat,Jesenice,3-sobni,U stambenoj zgradi,Jednoetažni
